song_name,lyrics,label
The Burden,"[Verse 1]
Finally
I'm crossing the threshold
From the ordinary world
To the reveal of my heart
Undoubtedly
That will for certain
Take the dead out of the sea
And the darkness from the arts

[Pre-Chorus]
This is my commitment
My modern manifesto
I'm doin' it for all of us
Who never got the chance
For… (Amy) and for… (Whitney) (Shut up, shut up)
And all my birds of paradise (Shut up, shut up)
Who never got to fly at night (Shut up, shut up)
'Cause they were caught up in the dance

[Chorus]
Sometimes it feels like I've got a war in my mind
I want to get off, but I keep ridin' the ride
I never really noticed that I had to decide
To play someone's game or live my own life
And now I do
I wanna move
Out of the black (Out of the black)
Into the blue (Into the blue)

[Verse 2]
Finally
Gone is the burden
Of the Crowley way of being
That comes from energies combined
Like my part was I
Was not discernin'
And you, as we found out
Were not in your right mind

[Pre-Chorus]
There's no more chasing rainbows
And hoping for an end to them
Their arches are illusions
Solid at first glance
But then you try to touch them (Touch, touch)
There's nothing to hold on to (Hold, hold)
The colors used to lure you in (Shut up, shut up)
And put you in a trance (Ah, ah, ah, yeah)

[Chorus]
Sometimes it feels like I've got a war in my mind
I want to get off, but I keep ridin' the ride
I never really noticed that I had to decide
To play someone's game or live my own life
And now I do
I wanna move
Out of the black (Out of the black)
Into the blue (Into the blue)
Out of the black (Out of the black)
Into the blue (Into the blue)
Out of the black (Out of the black)
Into the blue (Into the blue)",0
Stricken,"[Verse 1]
You walk on like a woman in suffering
Won't even bother now to tell me why
You come alone, letting all of us savor the moment
Leaving me broken another time
You come on like a bloodstained hurricane
Leave me alone, let me be this time
You carry on like a holy man pushing redemption
I don't want to mention, the reason I know

[Chorus]
That I am stricken and can't let you go
When the heart is cold, there's no hope, and we know
That I am crippled by all that you've done
Into the abyss will I run

[Verse 2]
You don't know what your power has done to me
I want to know if I'll heal inside
I can't go on with a holocaust about to happen
Seeing you laughing another time
You'll never know why your face has haunted me
My very soul has to bleed this time
Another hole in the wall of my inner defenses
Leaving me breathless, the reason I know

[Chorus]
That I am stricken and can't let you go
When the heart is cold, there's no hope, and we know
That I am crippled by all that you've done
Into the abyss will I run
Into the abyss will I run

[Verse 1]
You walk on like a woman in suffering
Won't even bother now to tell me why
You come alone, letting all of us savor the moment
Leaving me broken another time
You come on like a bloodstained hurricane
Leave me alone, let me be this time
You carry on like a holy man pushing redemption
I don't want to mention, the reason I know

[Chorus]
That I am stricken and can't let you go
When the heart is cold, there's no hope, and we know
That I am crippled by all that you've done
Into the abyss will I run

[Outro]
Into the abyss will I run
I can't let you go
Yes I am stricken and can't let you go",0
Despacito   Remix,"[Letra de ""Despacito (Remix)"" ft. Justin Bieber]

[Intro: Justin Bieber]
Comin' over in my direction
So thankful for that, it's such a blessin', yeah
Turn every situation into heaven, yeah
Oh-oh, you are
My sunrise on the darkest day
Got me feelin' some kind of way
Make me wanna savor every moment slowly, slowly
You fit me tailor-made, love how you put it on
Got the only key, know how to turn it on
The way you nibble on my ear, the only words I wanna hear
Baby, take it slow so we can last long

[Verso 1: Luis Fonsi & Daddy Yankee]
¡Oh! Tú, tú eres el imán y yo soy el metal
Me voy acercando y voy armando el plan
Sólo con pensarlo se acelera el pulso (Oh, yeah)
Ya, ya me está gustando más de lo normal
Todos mis sentidos van pidiendo más
Esto hay que tomarlo sin ningún apuro

[Coro: Justin Bieber & Luis Fonsi, Daddy Yankee]
Despacito
Quiero respirar tu cuello despacito
Deja que te diga cosas al oído
Para que te acuerdes si no estás conmigo
Despacito
Quiero desnudarte a besos despacito
Firmo en las paredes de tu laberinto
Y hacer de tu cuerpo todo un manuscrito
(Sube, sube, sube
Sube, sube)

[Post-Coro: Luis Fonsi & Daddy Yankee]
Quiero ver bailar tu pelo, quiero ser tu ritmo (Woah, woah)
Que le enseñes a mi boca (Woah, woah)
Tus lugares favoritos (Favorito, favorito, baby)
Déjame sobrepasar tus zonas de peligro (Woah, woah)
Hasta provocar tus gritos (Woah, woah)
Y que olvides tu apellido

[Verso 2: Daddy Yankee]
Si te pido un beso, ven, dámelo, yo sé que estás pensándolo
Llevo tiempo intentándolo, mami, esto es dando y dándolo
Sabes que tu corazón conmigo te hace bom, bom
Sabes que esa beba está buscando de mi bom, bom
Ven, prueba de mi boca para ver cómo te sabe
Quiero, quiero, quiero ver cuánto amor a ti te cabe
Yo no tengo prisa, yo me quiero dar el viaje
Empecemos lento, después salvaje

[Pre-Coro: Daddy Yankee & Justin Bieber, Daddy Yankee]
Pasito a pasito, suave suavecito
Nos vamos pegando, poquito a poquito
Cuando tú me besas con esa destreza
Veo que eres malicia con delicadeza
Pasito a pasito, suave suavecito
Nos vamos pegando, poquito a poquito
Y es que esa belleza es un rompecabezas
Pero pa' montarlo aquí tengo la pieza
¡Oye!

[Coro: Justin Bieber & Luis Fonsi, Daddy Yankee]
Despacito
Quiero respirar tu cuello despacito
Deja que te diga cosas al oído
Para que te acuerdes si no estás conmigo
Despacito
Quiero desnudarte a besos despacito
Firmo en las paredes de tu laberinto
Y hacer de tu cuerpo todo un manuscrito
(Sube, sube, sube
Sube, sube)

[Post-Coro: Luis Fonsi & Daddy Yankee]
Quiero ver bailar tu pelo, quiero ser tu ritmo (Woah, woah)
Que le enseñes a mi boca (Woah, woah)
Tus lugares favoritos (Favorito, favorito, baby)
Déjame sobrepasar tus zonas de peligro (Woah, woah)
Hasta provocar tus gritos (Woah, woah)
Y que olvides tu apellido

[Puente: Luis Fonsi]
Despacito
This is how we do it down in Puerto Rico
I just wanna hear you screaming, ""¡Ay, Bendito!""
I can move forever cuando esté contigo
¡Báilalo!

[Post-Coro: Daddy Yankee, Luis Fonsi & Justin Bieber]
Pasito a pasito, suave suavecito
Nos vamos pegando, poquito a poquito
Que le enseñes a mi boca
Tus lugares favoritos
(Favorito, favorito, baby)
Pasito a pasito, suave suavecito
Nos vamos pegando, poquito a poquito
Hasta provocar tus gritos (Fonsi)
Y que olvides tu apellido (D.Y.)
Despacito",1
Rude,"[Verse 1]
Saturday mornin', jumped outta bed and put on my best suit
Got in my car and raced like a jet all the way to you
Knocked on your door with heart in my hand to ask you a question
'Cause I know that you're an old-fashioned man, yeah (yeah)

[Pre-Chorus]
Can I have your daughter for the rest of my life?
Say yes, say yes 'cause I need to know
You say I'll never get your blessin' till the day I die
""Tough luck, my friend, but the answer is no!""

[Chorus]
Why you gotta be so rude?
Don't you know I'm human too?
Why you gotta be so rude?
I'm gonna marry her anyway
(Marry that girl) Marry her anyway
(Marry that girl) Yeah, no matter what you say
(Marry that girl) And we'll be a family
Why you gotta be so rude?

[Verse 2]
I hate to do this, you leave no choice, can't live without her
Love me or hate me, we will be both, standin' at that altar
Or we will run away to another galaxy, you know
You know she's in love with me, she will go anywhere I go

[Pre-Chorus]
Can I have your daughter for the rest of my life?
Say yes, say yes 'cause I need to know
You say I'll never get your blessin' till the day I die
""Tough luck, my friend, cause the answer's still no!""

[Chorus]
Why you gotta be so rude?
Don't you know I'm human too?
Why you gotta be so rude?
I'm gonna marry her anyway
(Marry that girl) Marry her anyway
(Marry that girl) Yeah, no matter what you say
(Marry that girl) And we'll be a family
Why you gotta be so rude?
Yeah (So rude)

[Saxophone Solo]

[Bridge]
Can I have your daughter for the rest of my life?
Say yes, say yes 'cause I need to know
You say I'll never get your blessin' till the day I die
""Tough luck, my friend, but no still means no!""

[Chorus]
Why you gotta be so rude?
Don't you know I'm human too?
Why you gotta be so rude?
I'm gonna marry her anyway
(Marry that girl) Marry her anyway
(Marry that girl) Yeah, no matter what you say
(Marry that girl) And we'll be a family
Why you gotta be so rude?
Why, why, why, why?
(Say) Say, why you gotta be so rude?",1
Something Just Like This,"[Verse 1: Chris Martin]
I've been reading books of old
The legends and the myths
Achilles and his gold
Hercules and his gifts
Spiderman's control
And Batman with his fists
And clearly I don't see myself upon that list

[Pre-Chorus: Chris Martin]
But she said, where'd you wanna go?
How much you wanna risk?
I'm not looking for somebody
With some superhuman gifts
Some superhero
Some fairytale bliss
Just something I can turn to
Somebody I can kiss

[Bridge: Chris Martin]
I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Oh, I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo

[Chorus: Chris Martin]
Oh, I want something just like this
I want something just like this

[Verse 2: Chris Martin]
I've been reading books of old
The legends and the myths
The testaments they told
The moon and its eclipse
And Superman unrolls
A suit before he lifts
But I'm not the kind of person that it fits

[Pre-Chorus: Chris Martin]
She said, where'd you wanna go?
How much you wanna risk?
I'm not looking for somebody
With some superhuman gifts
Some superhero
Some fairytale bliss
Just something I can turn to
Somebody I can miss

[Chorus: Chris Martin]
I want something just like this
I want something just like this

[Bridge: Chris Martin]
Oh, I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo
Oh, I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo-doo
Doo-doo-doo, doo-doo-doo

[Pre-Chorus: Chris Martin]
Where'd you wanna go?
How much you wanna risk?
I'm not looking for somebody
With some superhuman gifts
Some superhero
Some fairytale bliss
Just something I can turn to
Somebody I can kiss
I want something just like this

[Chorus: Chris Martin]
Oh, I want something just like this
Oh, I want something just like this
Oh, I want something just like this",1
Throwaway,"[Intro]
Yo they love Kashaka
Uh-Throwaway
I need a grown man diaper
Uh-Up and away!
I'm 'bout to shit on this track
Until my chains possessed today (Water!)
With your bitch, just might flex
Ayy, ayy, ayy (Look at it, look at it, look at it)

[Chorus: Ski Mask The Slump God & Ronny J]
It's a throwaway, throwaway, throwaway, throwaway
Throwaway, o-o-oh please
It's a throwaway, throwaway, throwaway, throwaway
D-O the bitch
It's a throwaway, throwaway, throwaway, throwaway
Throwaway, now hand me that sauce (Yeah)
It's a throwaway, throwaway, throwaway, throwaway
Might geek on your mom
It's a- ayy!
I fuck on yo mama then I throw her away
I feel like a speech, bitch I got something to say (Yeah)
My dick be so long when she see it say ayy
Ronny hit my phone, he said listen up today (Yeah)

[Verse: Ronny J & Ski Mask The Slump God]
Yeah, yeah, yeah, yeah
Look at the wrist, ew
Fuck what it cost, you?
Why is a bust? ew
Diamond Pikachu (Ayy), leave 'em a shock (Ayy)
What does it look? Whippin' a pot
Ronny too hot, fuck on a thot (Fuck on a what?)
Bought 'em a rock (Smoking a rock), Audemars watch (Ayy)
Your bitch head on point just like the KKK (KKKK)
Bitch this show and tell I brought my AK today (AK Today)
I want your bitch free just like I'm talkin' 'bout Tay-K (What did you say)
I feel like I'm Ludacris throwing elbows today

[Chorus: Ski Mask The Slump God & Ronny J]
It's a throwaway, throwaway, throwaway, throwaway
Throwaway, o-o-oh please
It's a throwaway, throwaway, throwaway, throwaway
D-O the bitch
It's a throwaway, throwaway, throwaway, throwaway
Throwaway, now hand me that sauce (Yeah)
It's a throwaway, throwaway, throwaway, throwaway
Might geek on your mom
It's a-
I fuck on yo mama then I throw her away
I feel like a speech, bitch I got something to say (Yeah)
My dick is so long when she see it say aye (Yeah)
Ronny hit my phone, he said listen up today (Bitch!)",0
Tempestades,"[Intro]
Oh! inmortal Poseidón el del furioso tridente
A ti me encomiendo en esta difícil empresa
Propicia que este velero llegue a buen puerto
Permíteme llevar a cabo los designios de Afrodita
Nacida de las olas
Oh! Caliope, augusta entre las musas
Haz florecer el jardín, trae la rima...

[Estrofa 1: Kase.O]
He venido a enamorar a las chicas otra vez
A poner a los chicos furiosos contra la pared
Estoy delante de un micrófono que vale casi un kilo
Pues llevo siete años ya trayendo el estilo
Represento, soy pastor del dios Hip-Hop
Ni rock ni pop, Dios dijo: Rap Solo
Tabaco rubio y botellas de licor
Es condición sine qua non possum sequor
Ejecutando la mierda que peor huele en España
Mi tribu pilla botellas y me acompaña
Yo fuí a las ciudades, dormí como un vagabundo
Y ahora estoy frente a una mesa planeando conquistar el mundo
Con mis maquetas tuve el control
Los muchachos de mi edad me miraban como a un apostol
Puse mis firmas en el barrio Jesús
Desde la puerta del colegio hasta la parada del bus
Y es que en el barrio la Jota
Siempre estuvieron los mejores MC's y los mejores grupos heavies
Tengo coleguis, al Ibarra no lo toca nadie
Ni fachas, ni rappers, Violadores son enormes
Abre los ojos para ver
Has de saber que sin buscar batalla en cada rima dejo un cadaver
Mira mis métricas, parecen importadas de Sarajevo
Rumba dispara bombos y cajas y todos al suelo
Que no baile nadie con mi música si no es pegándole patadas a un hijo de puta nazi
Racista, eres un baboso, yo soy judío y orgulloso
Maricones y lesbianas dejamos de ser mudos, y ya era hora
Si algún facha cabezudo se irrita que se joda
Y dejarnos joder tranquilos, ¿tu quieres pelea? dilo
¿No me consideras hombre? niñata, tengo el mejor estilo
Mi flow causa estragos a tu pavo
Pues pillo monosílabos y aquí así los clavo
Tengo esta mierda de estilos acojonantes
Cada nuevo flow supera el dicho dos segundos antes
La vida me roba páginas, no te imaginas cuantas lágrimas en este cuaderno
Desde que el diablo me echó del infierno
Soy catarata en el rap, número uno en el estilo macarra
Lecciones magistrales
Hoy sueño con chalets y bikinis, Lamborghinis, Cabriolets...
Pues la misión ahora es amasar fortuna, vivir de la pluma
Y vender discos hasta en la Luna
Busco el respeto antes que el dinero
Y no soy yo el que se vende si mi rap es cojonudo creo
Durante todo el año es grupo del mes
¿Ves? como yo no hay dos, como nohotros no hay tres
Mierda...

[Scratches R De Rumba]

[Estrofa 2: Kase.O]
Mi nombre va de boca en boca y mi cuerpo va de bar en bar
En busca de una loca con quien hablar
¿Te apetece tomar una copa?
No me lo digas, tus amigas solo hablan de ropa
¿Te gusta el rap?
Te prometo la cosa más bella, ir a un hotel
Si quieres descorchar una botella y beber champan
Si prefieres ir a ver estrellas conozco un sitio
¿Qué me dices? (Creo que tus amigos se van...)
¡A la mierda!
Las pijas ya no quieren borrachos
Tengo más pasta que tu padre el militar, hija de puta
Rap metafísico, como un orgasmo
Y en la cama puedo hacerte una chapuza, pero más no
Yo ya he cometido todo tipo de crímenes, hoy busco hímenes
En mi boca derretidos como M&M's
Ahora que ya he llorado por amor conozco mi sitio
Soltero de oro, dueño del funk, pobre niño rico
Yo puedo amar mejor que Romeo
Pero una musa al museo ya no es objeto de deseo
No se si me entendéis, joder, que no os enamoréis
Chicos y chicas pillad esto porque lo recordareis:
Que lo mejor es ir de flor en flor, pues no da dolor
Y es que el que no guarda amor
Luego no guarda rencor contra si mismo
Frente al acantilado a punto de saltar estuve
Y un ángel vino desde las nubes
Me dijo: es tiempo de salir con actrices y modelos;
De líos de faldas paralelos al whisky con hielo
Se te va a secar el cerebro a través de la polla
De tantas pajas pensando en ella, déjalo ya
Y Salí de casa en busca de aventuras trepidantes
Los horóscopos prometían cambios excitantes:
Fiestas, música, rap, grupies y fans sin orgullo
Es por eso que en mis planes no os incluyo
Has de saber cuál es mi fórmula secreta
Cuido mi gramática más que mi etiqueta
Guapos nunca fueron mejores y menos mal que...
(¿Tu Eres Kase.O de Violadores?)
Sí, ¿qué tal?
El micro está en mi mano incombustible
No encontrarás a un pavo tan sofisticado y tan accesible
En el micro alcanzo estilos hasta de Frank Sinatra
Yo soy el imperator ¿quieres ser tú Cleopatra?
A mi me gustan grandes, y a ella también
Tell me if you want and you can be my friend
A mi me excita el éxito, y ¿tu quieres mi almíbar?
Libar, Javier Ibarra os vino a derribar
Busco besos sabor chicle de menta, caras bonitas, funk, setenta
Rumba pincha viernes o sábados en Morrisey
Ya no queda nadie en la cabina del Dj
En una mano tengo el Sol y en la otra la Luna
La ciudad es mía ya, pero a estas horas no doy una
Con el corazón en obras y la polla bajo cero vuelvo a casa
Y el puto 32 no pasa...
Mierda

[Scratches R De Rumba]

[Estrofa 3: Kase.O]
Hasta los huevos de MCs que dicen que no quieren ser los mejores
Culos sucios, me sudáis los cojones
Yo hago esta mierda pues nunca supe hacer nada mejor
Quise ser domador de cobras, de momento son maniobras con vohotros
Envidiosos de mierda, correveidiles
Yo tengo la pasta y la fama y no soy feliz ¿por qué?
Pues llevo tiempo ya buscando a los fenómenos
Y no me faltan razones, no, para echar de menos
La época de MCs, Mister Twix, Presión, DJ Potas, Hardcore Street
Ricardo, Blázquez, Líriko, Brutal, Juez, Gangsta Squad...
Pues Zaragoza respiraba paz
Ahora el aroma huele a enfermo en estado de coma
Pues la carcoma con la Vieja Escuela la toma
Maldita sea y se lo toman a broma
Y por eso el sado en tu puta cara puso el hematoma Chema
Abandonar a tiempo hubiera sido útil
La abertura en tu culo hubiera sido más sutil
Que nadie te confunda, no es nada personal
Solo castigo con mi látigo un rap hecho tan mal
Cansado de navegar entre dos aguas
Hoy defeco, en fin, no quiero hablar de más
Pero si habéis fracasado no echéis la culpa al hip hop
Pues siempre habéis hecho pop
Y el mestizaje es camuflaje para flojos
De nada sirve llorar y es que el que es malo se propone mejorar
Pero no como Paco y Verbo, a cual peor
Y Zaragoza por los suelos por culpa de toyacos y de abuelos
Hip hop me dio ultimátum, por semejante mancha en mi currículum
En Ginfin álbum, por suerte Cogito Ergo Sum
Existo, soy humano y como tal cometo errores
Pero de ahí a ser un vendido hay kilómetros señores
No me jodan, que llevo haciendo rap mucho tiempo
Por qué recojo tempestades sin haber sembrado vientos
Dime ¿quién eres tú para evaluarme a mi?, Mc aléjate de aquí
Parece que fue ayer, cuando profeticé el apocalipsis
MCs haciendo streaptease delante de mi, si, fingís
Hablo entre otros del que se las apaña
Pa ser nombrado por mi como Hijo de puta de España
No hay secreto, para ser concreto hablo de Metro
¡B-boys reales como tú no se merecen respeto!
¿Por qué eres falso? hijo de puta
¿qué coño te he hecho yo?, payaso
¿acaso tengo yo la culpa de tu fracaso?
Mira, a mi no me gusta tu rap, me parece escoria
Pero no he ido dinamitando tu trayectoria
Lo que yo pienso es que eres malo por naturaleza
Cuando digo esto MCs asienten con la cabeza
Me da igual, esto es personal, yo no sería real
Si me cagara en tu puta madre y luego te preguntara ¿que tal?
Como acostumbras a hacer, pero bueno eso tú sabrás
Yo a b-boys irreales como tú los mando a hacer gárgaras al Niágara
Y para nada caras largas ya, loco
Nunca más preguntes por nosotros
A mi me la suda si se te pasa el arroz
Por eso siempre el mismo estilo y siempre la misma voz
Asi las cosas, dedícate al porno
Allí haz el ridículo, en el rap ya por favor no
Tozudo, nohotros te negamos el saludo
Y al final acabas siempre lamiéndonos el culo
Como ves, co, ahi con tu estilo fresco, parentesco
Siendo borde, no serás tú el que más color dé en esto
Me haces irritarme y hablar mal
Ostia puta ¿como puedes ser tan subnormal?
Os tumbo a todos como a fichas de dominó
Mi flow es celebérrimo, por eso Kase.O rimó
¿quién me para? ¿cabezas nucleares? ¿Metros?
¡A la mierda ni en sueños!
A vohotros, b-boys, os recomiendo desconfianza
Yo no dejo por los suelos a quien no merece venganza
Pero al hipócrita en el hip hop se le pone en pelotas
Soy Jodeculos Ibarra, mi barrio la Jota ¡a la mierda!

[Scratches R De Rumba]

[Outro: Kase.O]
Bien, fueron Violadores del verso
Jodeculos Ibarra, en el micrófono estuvo
R de Rumba, haciendo los ritmos, los scratches
Y tu Metro, deberías vivir tu envidia en secreto y dejar de hablar de paz y de dignidad y de mierda si no te vas dinamitando cada rincón al que vas
Mira a mi no me gusta tener que hacer esto pero creo que todos los MC's pensamos igual en España...
Mira 5, 4, 3, 2, 1
¡A la mierda!",0
Senorita,"[Chorus: Camila Cabello]
I love it when you call me señorita
I wish I could pretend I didn't need ya
But every touch is ooh-la-la-la
It's true, la-la-la
Ooh, I should be runnin'
Ooh, you keep me coming for ya

[Verse 1: Shawn Mendes]
Land in Miami
The air was hot from summer rain
Sweat drippin' off me
Before I even knew her name, la-la-la
It felt like ooh-la-la-la, yeah, no
Sapphire moonlight
We danced for hours in the sand
Tequila Sunrise
Her body fit right in my hands, la-la-la
It felt like ooh-la-la-la, yeah

[Chorus: Camila Cabello & Shawn Mendes, Camila Cabello]
I love it when you call me señorita
I wish I could pretend I didn't need ya
But every touch is ooh-la-la-la
It's true, la-la-la
Ooh, I should be runnin'
Ooh, you know I love it when you call me señorita
I wish it wasn't so damn hard to leave ya
But every touch is ooh-la-la-la
It's true, la-la-la
Ooh, I should be runnin'
Ooh, you keep me coming for ya

[Verse 2: Camila Cabello with Shawn Mendes]
Locked in the hotel
There's just some things that never change
You say we're just friends
But friends don't know the way you taste, la-la-la (La, la, la)
'Cause you know it's been a long time coming
Don't ya let me fall, oh
Ooh, when your lips undress me, hooked on your tongue
Ooh, love, your kiss is deadly, don't stop

[Chorus: Both, Camila Cabello & Shawn Mendes]
I love it when you call me señorita
I wish I could pretend I didn't need ya
But every touch is ooh-la-la-la
It's true, la-la-la
Ooh, I should be runnin'
Ooh, you know I love it when you call me señorita
I wish it wasn't so damn hard to leave ya (So damn hard to leave ya)
But every touch is ooh-la-la-la
It's true, la-la-la (True la-la)
Ooh, I should be runnin'
Ooh, you keep me coming for ya

[Outro: Both, Shawn Mendes & Camila Cabello]
All along, I've been coming for ya (For you)
And I hope it meant something to you (Oh)
Call my name, I'll be coming for ya (Coming for you)
Coming for ya (Coming for you)
For ya
For ya (Oh, she loves it when I call)
For ya
Ooh, I should be runnin'
Ooh, you keep me coming for ya",1
Fave Thing,"[Hook]
I DON'T KNOW 3X
I DON'T KNOW I'M HIGH

[verse 1]
GET SOME I LIT ONE
FOR YOU AND ONE FOR ME
CAUSE IT'S FUN
WHEN WE'RE GETTING HIGH
TOGETHER EQUALLY
GOT THIS SILVER WATCH ON MY WRIST
SO I KNOW WHAT TIME IT IS
TIME TO SMOKE MYSELF INTO OBLIVION
IT'S TIME TO WIN

I'M IN FIRST PLACE
AND BITCH YOU IN LAST
R.I.P. TO THE DISEASED
WE'LL LEAVE OUR SHIT AT HALF-MAST
I'M THE PEACHES N CREAM
YUNG DELISH
I'M PUTTING SHIT ON BLAST
ORANGE YOU GLAD TO SEE ME
I GOT THE BLUNTS SOME PAPERS AND A BAG

I'M ELOQUENT, RELEVANT
DON'T SEE THE NEED TO GET HELLA RICH
ALL THE GREEN I NEED IS IN A ZAG
GET'S ME HELLA LIT
LIVE AF
HIGH AF
AND I'M VERY RIPPED
IDK I'M HIGH BUT I'LL NEVER QUIT
I'M FEELIN IT

[Hook]
I DON'T KNOW 3X
I DON'T KNOW I'M HIGH

WHAT

IDK

2014 F L A

WHAT

[verse 2]
YUNG KARATE READY TO JOIN THE ILLUMINATI
JUST A LIL HOTTIE
SWIMMIN IN A SEA OF ALL THESE THOTTIES
SOUTHERN BELLE
L O L
AT MY LIFE
I'M IN AOL HELL
BUT IM STILL WISHING YOU WELL

FUCKIN WITH YOUR HEART
AND FUCKIN WITH YOUR HEAD
FUCKIN ALL DAY LONG WE'RE JUST LAYING IN YOUR BED
PACK A BOWL GOING THROUGH IT ALL
A TO ZED
MAKING BREAD WITH COCONUT FLOUR
GET THAT PAPER HOUR BY HOUR
WHEN I'M OFF THE CLOCK
TICK TOCK
GOING HOME TO DO MY FAVE THING IN THE WORLD
HIT MY BONG AND DREAM OF BEING A LIL RIOT GIRL
NOT A LIL QUIET GIRL
I SMOKE LOUD
PROUD
CHECK MY CROWN
TAKE YOU DOWN
DOWNTOWN
HOW NOW
WHAT YOU DOIN
I'M JUST GLUING TOGETHER
ALL THE PIECES OF MY DREAMS
AND BINDING THEM UP WITH LEATHER AND CHAINS
CHANGA CHANG
GO HARD
SO DANG
YOU KNOW BABY I GOT THAT THING

AND IT'S REALLY NOTHING
I'M JUST REALLY BUZZIN
NEED THAT WEED TO EVEN FEEL SOMETHING

[Hook]
I DON'T KNOW 3X
I DON'T KNOW I'M HIGH",0
ZERSTOREN,"[Intro]
Yar yarim, sen ağlama. Katlanamam

[Verse 1]
Meine Sachen will ich pflegen
Den Rest in Schutt und Asche legen
Zerreißen, zerschmeißen
Zerdrücken, zerpflücken
Ich geh am Gartenzaun entlang
Wieder spür ich diesen Drang

[Chorus]
Ich muss zerstören (Ja, ja, ja)
Doch es darf nicht mir gehören
Ich muss zerstören (Ja, ja, ja)
Doch es darf nicht mir gehören
Nein

[Verse 2]
Ich nehme eure Siebensachen
Werde sie zunichte machen
Zersägen, zerlegen
Nicht fragen, zerschlagen
Und jetzt die Königsdisziplin
Ein Köpfchen von der Puppe ziehen
Verletzen, zerfetzen, zersetzen

[Chorus]
Zerstören (Ja, ja, ja)
Doch es darf nicht mir gehören
Ich muss zerstören (Ja, ja, ja)
Doch es darf nicht mir gehören
Nein

[Instrumental]

[Bridge]
Ich würde gern etwas zerstören
Doch es darf nicht mir gehören
Ich will ein guter Junge sein
Doch das Verlangen holt mich ein

[Chorus]
Ich muss zerstören (ja, ja, ja)
Doch es darf nicht mir gehören
Ich muss zerstören (Ja, ja, ja)
Doch es darf nicht mir gehören
Nein

[Bridge]
Zerreißen, zerschmeißen
Zerdrücken, zerpflücken
Zerhauen und klauen
Nicht fragen, zerschlagen
Zerfetzen, verletzen
Zerbrennen, dann rennen
Zersägen, zerlegen
Zerbrechen, sich rächen

[Outro]
Er traf ein Mädchen, das war blind
Geteiltes Leid und gleichgesinnt
Sah einen Stern vom Himmel gehen
Und wünschte sich, sie könnte sehn
Sie hat die Augen aufgemacht
Verließ ihn noch zur selben Nacht",0
How Long,"[Intro: Drake]
Oh yeah, yeah, yeah
Oh yeah, yeah, yeah
Yeah

[Verse 1: Drake]
Look...I don't know how to talk to you
I don't know how to ask you if you're okay
My friends always feel the need to tell me things
Seems like they're just happier than us these days
Yeah, these days I don't know how to talk to you
I don't know how to be there when you need me
It feels like the only time you see me
Is when you turn your head to the side and look at me differently

[Pre-Chorus: Drake]
Yeah, and last night I think I lost my patience
Last night, I got high as your expectations
Last night, I came to a realization
And I hope you can take it
I hope you can take it

[Chorus: Drake]
I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it
No, I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it

[Verse 2: Rihanna]
I don't know how to talk to you
I just know I found myself getting lost with you
Lately you just make me work too hard for you
Got me on flights overseas, and I still can't get across to you

[Pre-Chorus: Rihanna]
And last night I think I lost my patience
Last night, I got high as your expectations
Last night, I came to a realization
And I hope you can take it
I hope you can take it

[Chorus: Drake & Rihanna]
I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it
No, I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it

[Verse 3: Drake]
Years go by too fast
I can't keep track
How long did we last?
I feel bad for asking
It can't end like this
We gotta take time with this
Cock up yuh bumper, sit down pon it
Let me see if this is something I can fix
You got somebody other than me
Don't play the victim when you're with me
Free time is costing me more than it seems
Sacrificing things
And I wanna tell you my intentions
I wanna do the things that I mention
I wanna benefit from the friendship
I wanna get the late night message from you, from you
I put my hands around you
Gotta get a handle on you
Gotta get a handle on the fact that...

[Chorus: Drake & Rihanna]
I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it
No, I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it

[Outro: Popcaan]
Gyal a you mi waan
Pay fi yuh visa meck yo fly out regular
Baby, cock up yuh bumper, sit down pon it
Gyal yo pum pum good and yuh fit
Mi wi give you everything weh deh in my wallet
And in my pocket
Cock up yuh bumper, sit down pon it
Gyal yo pum pum good and yuh fit
Mi wi give you everything weh deh in my wallet
And in my pocket",1
